epoch,train_mse,val_mae,val_mse
1,24.0312459564209,160334.734375,160627.546875
2,2.765541307926178,15192.29296875,16101.3515625
3,1.0730869150161744,47139.08984375,47505.07421875
4,0.8814498305320739,14797.8759765625,15317.966796875
5,0.5790546226501465,4625.3212890625,5321.15625
6,0.52043208360672,2829.789794921875,3387.616943359375
7,0.4500451946258545,5194.37646484375,6147.7392578125
8,0.4023977565765381,4509.7138671875,5569.97607421875
9,0.36257643938064577,3549.52587890625,4504.03173828125
10,0.3319586777687073,3355.38134765625,4212.5380859375
11,0.3039481472969055,3274.356201171875,4106.01806640625
12,0.28313647508621215,2930.192626953125,3651.52099609375
13,0.2570503795146942,2558.797607421875,3173.427001953125
14,0.23934960901737212,1773.2127685546875,2183.98779296875
15,0.22193691551685332,1246.584228515625,1551.12744140625
16,0.2093222278356552,1747.0987548828125,2023.51171875
17,0.20025750994682312,1593.3819580078125,1864.9354248046875
18,0.19271526753902435,1422.8338623046875,1702.6375732421875
19,0.18453239798545837,1778.976318359375,2048.77734375
20,0.17661740124225617,1320.709228515625,1625.744384765625
21,0.17203192234039308,1475.8408203125,1763.7890625
22,0.16259898722171784,1211.9683837890625,1521.78955078125
23,0.15940706729888915,1422.8717041015625,1711.229736328125
24,0.15296137928962708,1362.1717529296875,1657.46533203125
25,0.15233755111694336,1456.12158203125,1760.2677001953125
26,0.14560360491275787,1109.412841796875,1389.8204345703125
27,0.1416110396385193,1377.8990478515625,1655.030517578125
28,0.13814210295677185,1530.808837890625,1790.8922119140625
29,0.13479136943817138,1603.398193359375,1848.8115234375
