epoch,train_mse,val_mae,val_mse
1,8.268989271074533,3912.9580078125,4024.523681640625
2,0.024001651890575886,1212.8704833984375,1406.0950927734375
3,0.009781216811388731,585.26171875,705.7722778320312
4,0.004022538559511304,1376.2215576171875,1506.739990234375
5,0.0027092246897518634,880.200927734375,1064.7021484375
6,0.002400364400818944,1066.33056640625,1221.31494140625
7,0.0021438020374625923,601.10302734375,765.9851684570312
8,0.0019504554849117993,637.0739135742188,774.2160034179688
9,0.0019535296550020577,610.5883178710938,769.6350708007812
10,0.0018377805454656481,647.28271484375,827.8692016601562
11,0.0018321057735010981,659.9179077148438,800.09619140625
12,0.0018788468185812234,914.8123779296875,1100.6102294921875
13,0.0017692582402378321,699.675048828125,898.5947265625
14,0.0017296678200364112,871.1082153320312,1032.01220703125
15,0.0016722403699532152,708.3335571289062,907.8509521484375
16,0.0016152092861011623,681.9779663085938,875.4173583984375
17,0.001743304580450058,608.1254272460938,764.8471069335938
18,0.001718493737280369,695.0113525390625,894.290771484375
19,0.0016317077726125716,609.9885864257812,779.3652954101562
20,0.001604507970623672,640.62109375,821.2517700195312
21,0.001625932576134801,622.9954223632812,757.913330078125
22,0.001592491469345987,611.530517578125,746.2251586914062
23,0.0016021700715646147,657.6635131835938,847.3323974609375
24,0.0016996067157015204,586.0618286132812,726.92724609375
25,0.00158114742487669,690.2555541992188,880.06884765625
26,0.0014760450273752213,641.4835815429688,825.21142578125
27,0.0014552789740264415,590.6683349609375,754.8614501953125
28,0.0015441865287721156,1138.939453125,1291.0562744140625
29,0.0014907861966639757,978.1792602539062,1145.4639892578125
30,0.0014746660087257624,675.5018920898438,808.0010375976562
31,0.001394309252500534,654.3134155273438,841.239013671875
32,0.0013791424129158257,815.2069091796875,995.6929321289062
33,0.0013670729752629995,862.5836181640625,1016.8048706054688
34,0.0013401518110185862,625.513671875,754.8998413085938
35,0.0014138228399679066,665.5050048828125,792.1729736328125
36,0.001312799509614706,941.5894165039062,1096.989013671875
37,0.0012884923489764333,1087.3463134765625,1220.4156494140625
38,0.0013705437490716577,770.2012939453125,919.7220458984375
39,0.0012963646231219173,745.9389038085938,934.2340698242188
40,0.0012900590663775802,636.68798828125,756.8713989257812
41,0.0013119258638471364,533.9668579101562,678.0553588867188
42,0.0011588165955618024,528.55126953125,671.3759765625
43,0.0012479287385940552,811.3840942382812,976.2508544921875
44,0.0011553366552107037,1638.8726806640625,1730.2987060546875
45,0.0015111256670206786,614.1554565429688,734.0426025390625
