epoch,train_mse,val_mae,val_mse
1,0.002734729964286089,77.1050796508789,90.75006103515625
2,0.001900285300798714,36.934356689453125,46.669281005859375
3,0.0018346680933609605,49.2791633605957,59.5888671875
4,0.001870860354974866,45.8197021484375,56.8749885559082
5,0.0017930627102032304,85.48479461669922,97.44209289550781
6,0.0017725440906360746,43.09006118774414,52.3709602355957
7,0.0016574520338326693,50.700618743896484,61.41817092895508
8,0.001602945034392178,37.173583984375,45.847129821777344
9,0.001538178245536983,34.007164001464844,41.02254867553711
10,0.001465017767623067,29.183778762817383,36.59963607788086
11,0.00150706026237458,32.59641647338867,41.25990676879883
12,0.0015045101614668966,45.55073547363281,55.475040435791016
13,0.0014791611814871431,39.286216735839844,49.03261947631836
14,0.0014568025758489966,37.298866271972656,48.171390533447266
15,0.0013718262454494835,30.226181030273438,39.54360580444336
16,0.001413693050853908,30.539661407470703,37.0499153137207
17,0.0014407597528770565,30.583248138427734,38.9198112487793
18,0.0014175290265120565,35.65896224975586,45.94794845581055
19,0.0014640501234680415,30.263525009155273,37.72990798950195
20,0.001451550864148885,25.617313385009766,32.58169937133789
21,0.0014100457821041345,32.128623962402344,42.130882263183594
22,0.0014022717531770468,52.81517791748047,64.502197265625
23,0.001497212704271078,54.42503356933594,62.35529327392578
24,0.0014182143937796355,56.90544509887695,68.1613540649414
25,0.001399416346102953,33.196632385253906,43.72841262817383
26,0.0013815285358577966,27.46870231628418,34.471832275390625
27,0.0014061971008777617,29.49266242980957,35.2786750793457
28,0.0013614214165136218,45.49148941040039,57.500823974609375
29,0.0013808383909054102,22.527008056640625,29.269306182861328
30,0.001338756496552378,21.44752311706543,27.899768829345703
31,0.0013694020081311464,29.005998611450195,35.88416290283203
32,0.0013702957844361663,44.91432189941406,53.352455139160156
33,0.0013345840852707624,36.99757385253906,44.97755432128906
34,0.0013700815243646502,23.346969604492188,29.535789489746094
35,0.0013587398873642087,47.26197814941406,59.42393493652344
36,0.0012990957242436708,30.459623336791992,39.758182525634766
37,0.0013714421889744698,23.697181701660156,30.322860717773438
38,0.0013388193771243096,22.29547691345215,27.483062744140625
39,0.0013259114744141698,26.86547088623047,33.5355110168457
40,0.0013756844564341009,63.59080505371094,70.23851776123047
41,0.001313801456708461,44.91455078125,54.028656005859375
42,0.0013676945865154265,62.095008850097656,73.9659423828125
43,0.0013266364065930248,37.56072998046875,43.99920654296875
44,0.001385194673202932,45.864044189453125,52.40376281738281
45,0.0013413318945094943,28.630069732666016,36.09040832519531
46,0.0013181669102050363,24.631263732910156,30.542781829833984
47,0.0013472189800813794,23.219348907470703,29.205045700073242
48,0.001347532863728702,36.84825897216797,47.83024978637695
49,0.0013236540649086237,26.621559143066406,32.059478759765625
50,0.0013775532552972435,83.87451171875,91.97441101074219
51,0.0013042055489495396,60.145267486572266,70.18165588378906
52,0.0013543665432371199,25.07770538330078,33.27714920043945
53,0.0013536086585372686,23.078351974487305,29.771366119384766
54,0.0013355855573900044,49.90754699707031,61.398887634277344
55,0.0013447590568102896,26.476337432861328,35.59027862548828
56,0.0014121857029385865,26.286598205566406,33.62895202636719
57,0.0013846928579732776,32.13819885253906,40.318809509277344
58,0.0014073982695117593,25.345111846923828,30.333587646484375
59,0.0013042331812903286,37.311920166015625,47.10036087036133
60,0.001372734922915697,52.68282699584961,62.59336471557617
61,0.0013838615012355148,22.208637237548828,27.54288673400879
62,0.0014242949057370424,31.770429611206055,39.036373138427734
63,0.0013414400722831488,30.075712203979492,37.17457580566406
64,0.0013374183187261225,52.546810150146484,64.31346130371094
65,0.0013273605424910784,31.774930953979492,37.79002380371094
66,0.001242723846808076,22.619159698486328,27.708688735961914
67,0.0013338862778618933,81.69915008544922,91.14484405517578
68,0.0013441899605095386,23.907140731811523,30.31819725036621
69,0.0013215191941708326,24.149513244628906,30.541471481323242
70,0.0013875660160556436,23.223661422729492,30.15047264099121
71,0.0013235898991115391,25.354101181030273,32.800846099853516
72,0.0013794851116836072,22.603307723999023,28.81392478942871
73,0.001290162825025618,27.584192276000977,32.75665283203125
74,0.0013136117113754153,46.417518615722656,57.04079055786133
75,0.0013808371545746922,22.438720703125,28.74246597290039
76,0.0013460147753357888,27.253549575805664,34.69913864135742
77,0.0013360321754589677,20.655353546142578,25.959945678710938
78,0.00130287658656016,22.03852081298828,26.922901153564453
79,0.0013275448163039983,23.19367027282715,28.081024169921875
